RecNum,EQID,EQName,Month,Day,Year,StationName,StaID,StaNetwork,StaSeqNum,StaLat,StaLong,M,Strike,Dip,Rake,EQmechanism,HypocenterLat,HypocenterLong,Zhyp,FiniteFaultModelFlag,Source_of_SourceParameters,Ztor,L,W,Repi,Rhyp,Rjb,Rrup,Rseis,Rx,Azimuth,Geology,Vs30,VsFlag,VsSource,VsReference,GroundMotionDataSource,PGA,T0.1S,T0.2S,T0.3S,T0.5S,T1.0S,T2.0S
479,5,Chino Hills,7,29,2008,San Bernardino - FS No. 11,5329,NP,161,34.069,-117.275,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,47,48.928,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.053800075,0.126451572,0.077135984,0.099340827,0.046834816,0.018388312,0.006076249
480,5,Chino Hills,7,29,2008,San Bernardino - FS No. 09,5330,NP,162,34.103,-117.349,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,41.8,43.957,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.034192484,0.063703218,0.078356876,0.074630691,0.038656177,0.012041595,0.004293309
481,5,Chino Hills,7,29,2008,San Bernardino; Del Rosa Work Station,5331,NP,163,34.1663,-117.2511,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,52.9,54.62,,,,,,Kgr,684.935,0,NGA flatfile,PEER (2008),NSMP,0.016300808,0.035992996,0.041896705,0.050473113,0.015480683,0.008549673,0.002636029
482,5,Chino Hills,7,29,2008,San Bernardino; Serrano School,5336,NP,164,34.1449,-117.2188,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,54.7,56.365,,,,,,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),NSMP,0.039481959,0.074781753,0.062868401,0.091870884,0.034589223,0.013170761,0.003118503
483,5,Chino Hills,7,29,2008,San Bernardino - FS No. 04,5337,NP,165,34.14,-117.294,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,48.1,49.986,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.025500095,0.062344928,0.055948458,0.058094922,0.052389598,0.021485111,0.005591959
484,5,Chino Hills,7,29,2008,San Bernardino - FS No. 10,5339,NP,166,34.091,-117.289,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,46.5,48.448,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.070489331,0.139577935,0.142070405,0.150966221,0.058673333,0.016390851,0.005645715
485,5,Chino Hills,7,29,2008,Colton - Kaiser Medical Clinic,5341,NP,167,34.058,-117.305,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,44,46.054,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.02769145,0.065845729,0.056623582,0.098918148,0.037959452,0.012213108,0.003422937
486,5,Chino Hills,7,29,2008,San Bernardino; North Verdemont School,5371,NP,168,34.2059,-117.3671,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,46.2,48.16,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),NSMP,0.040277798,0.078500541,0.092462694,0.053041998,0.040846969,0.013444675,0.00386014
487,5,Chino Hills,7,29,2008,San Bernardino; Lincoln School,5373,NP,170,34.1229,-117.2879,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,47.8,49.697,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),NSMP,0.027498077,0.051023423,0.086584322,0.044190272,0.029333543,0.017663107,0.00745548
488,5,Chino Hills,7,29,2008,Los Angeles - Acosta Residence,5396,NP,172,34.072,-118.176,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,40.1,42.343,,,,,,Tsh,376.073,0,NGA flatfile,PEER (2008),CESMD,0.065589998,0.110837719,0.121995902,0.165975902,0.205026828,0.06942622,0.01136587
489,5,Chino Hills,7,29,2008,Lytle Creek; Fire Station,5409,NP,174,34.234,-117.4824,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,40.4,42.628,,,,,,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),NSMP,0.062731233,0.125697517,0.169738523,0.089289064,0.060989549,0.015294534,0.004854747
490,5,Chino Hills,7,29,2008,Torrance - Fire Station No. 1,5411,NP,175,33.831,-118.329,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,54,55.686,,,,,,Qs,297.917,0,CGS geologic map,Jennings (1962),CESMD,0.016988841,0.045876247,0.043798173,0.029703198,0.02688494,0.020349447,0.009652461
491,5,Chino Hills,7,29,2008,Frazier Park - Post Office,5420,NP,177,34.82,-118.9453,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,144.9,145.537,,,,,,"Qal, thin",338.539,0,CGS geologic map,Jennings and Strand (1969),NSMP,0.008385298,0.009512201,0.015686951,0.015346063,0.016664666,0.015633564,0.003881285
492,5,Chino Hills,7,29,2008,Los Angeles; Mullholland Fire Station No. 109,5421,NP,178,34.1307,-118.4921,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,69.9,71.211,,,,,,Tsh,376.073,0,CGS geologic map,Jennings and Strand (1969),NSMP,0.015363134,0.02799381,0.048846431,0.032410328,0.025722325,0.009397241,0.001632097
493,5,Chino Hills,7,29,2008,Van Nuys; Fire Station No. 39,5422,NP,179,34.185,-118.447,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,67.9,69.249,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Jennings and Strand (1969),NSMP,0.039316378,0.0958389,0.153400015,0.070267173,0.048161199,0.027589645,0.006805815
494,5,Chino Hills,7,29,2008,Sylmar; Fire Station No. 91,5423,NP,180,34.3088,-118.4479,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,74.2,75.436,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),NSMP,0.043191643,0.053060124,0.120196927,0.133429536,0.122144176,0.028755815,0.00722444
495,5,Chino Hills,7,29,2008,Reseda - Fire Station No. 100,5424,NP,181,34.193,-118.51,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,73.7,74.944,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Jennings and Strand (1969),CESMD,0.042709165,0.061442656,0.15249918,0.1096312,0.085001176,0.043558581,0.007753548
496,5,Chino Hills,7,29,2008,Granada Hills; Porter Ranch Fire Station No. 8,5425,NP,182,34.2772,-118.5597,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,81.6,82.726,,,,,,Tsh,376.073,0,CGS geologic map,Jennings and Strand (1969),NSMP,0.044833418,0.060211631,0.094888448,0.110721188,0.106767003,0.027754708,0.008393297
497,5,Chino Hills,7,29,2008,Granada Hills; Knollwood Fire Station No. 18,5426,NP,183,34.2897,-118.5011,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,77.4,78.586,,,,,,Tsh,376.073,0,CGS geologic map,Jennings and Strand (1969),NSMP,0.02173834,0.026519118,0.052783592,0.077985753,0.067734446,0.025710494,0.005582501
498,5,Chino Hills,7,29,2008,Chatsworth - Fire Station No. 96,5428,NP,184,34.247,-118.603,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,83.8,84.896,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Jennings and Strand (1969),CESMD,0.058291363,0.071285833,0.095407547,0.094730671,0.235323182,0.044187102,0.008797233
499,5,Chino Hills,7,29,2008,Compton; Cressey Park Fire Station No. 3,5429,NP,185,33.9039,-118.2453,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,44.8,46.819,,,,,,Qoa,370.789,0,CGS geologic map,Jennings (1962),NSMP,0.041763905,0.094404064,0.104170828,0.059885359,0.082631196,0.041220297,0.009271699
500,5,Chino Hills,7,29,2008,Oceanside - Fire Station No. 1,5430,NP,186,33.1981,-117.3782,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,91.3,92.307,,,,,,Qoa,370.789,0,CGS geologic map,Rogers (1965),NSMP,0.005311641,0.008038335,0.011834841,0.01306287,0.009946926,0.00370347,0.001987288
501,5,Chino Hills,7,29,2008,Thousand Oaks; Fire Station No. 34,5431,NP,187,34.2186,-118.868,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,105.9,106.77,,,,,,"Qal, thin",338.539,0,CGS geologic map,Jennings and Strand (1969),NSMP,0.012847002,0.027917223,0.035399287,0.024063193,0.020306859,0.007831253,0.00287965
502,5,Chino Hills,7,29,2008,Simi Valley - Fire Station No. 45,5432,NP,188,34.269,-118.783,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,100.2,101.119,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Jennings and Strand (1969),CESMD,0.024994058,0.02802142,0.037644389,0.066163434,0.061691815,0.026520558,0.00645856
503,5,Chino Hills,7,29,2008,Sky Valley - Fire Station No. 56,5435,NP,189,33.917,-116.39,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,127.2,127.925,,,,,,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),NSMP,0.007492728,0.020114812,0.019041017,0.015366786,0.008762097,0.0038937,0.001067483
504,5,Chino Hills,7,29,2008,San Bernardino; Valley College Observatory,5438,NP,190,34.0868,-117.3115,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,44.4,46.436,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1967),NSMP,0.030956602,0.108560018,0.056212459,0.058269191,0.032428538,0.021447309,0.006190917
505,5,Chino Hills,7,29,2008,Radec - Sage & Cottonwood School Rds,12092,CE,205,33.482,-116.911,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,95,95.969,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.027402977,0.056128424,0.086292526,0.102069094,0.041864782,0.015067847,0.00236546
506,5,Chino Hills,7,29,2008,San Jacinto - CDF Fire Station 25,12102,CE,206,33.787,-116.959,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,76.9,78.093,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.045631849,0.118659176,0.12933677,0.060552126,0.047,0.018292621,0.007509194
507,5,Chino Hills,7,29,2008,Idyllwild - Hwy 243 & Pine Crest,12116,CE,208,33.747,-116.715,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,99.9,100.821,,,,,,Kgr,684.935,0,NGA flatfile,PEER (2008),CESMD,0.02246337,0.044917703,0.0865063,0.046543528,0.009355587,0.002353296,0.000543827
508,5,Chino Hills,7,29,2008,San Jacinto - Valley Cemetery,12202,CE,211,33.76,-116.961,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,77.6,78.783,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.025883827,0.098334124,0.034954399,0.028243937,0.020985233,0.012711806,0.002766948
509,5,Chino Hills,7,29,2008,Palm Desert - 4-story Office Bldg,12284,CE,215,33.762,-116.407,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,127.5,128.223,,,,,,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Rogers (1965),CESMD,0.011778161,0.019725871,0.039892104,0.027689348,0.015431785,0.00994173,0.00466594
510,5,Chino Hills,7,29,2008,Hemet - Stetson Ave Fire Station,12331,CE,218,33.729,-116.98,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,76.9,78.093,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.028672457,0.084421798,0.048748333,0.034222215,0.033720913,0.017663522,0.001979697
511,5,Chino Hills,7,29,2008,Indio - 4-story Govt. Office Bldg.,12493,CE,219,33.714,-116.221,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,145.4,146.035,,,,,,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Rogers (1965),CESMD,0.008957141,0.016150851,0.015846135,0.026223844,0.017578396,0.011126455,0.002932746
512,5,Chino Hills,7,29,2008,Indio - 1-story Hospital,12759,CE,223,33.706,-116.235,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,144.3,144.939,,,,,,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Rogers (1965),CESMD,0.010765273,0.023369638,0.029527614,0.033475364,0.024364729,0.011549026,0.0030004
513,5,Chino Hills,7,29,2008,Indio - Monroe & Carreon,12904,CE,224,33.706,-116.237,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,144.3,144.939,,,,,,"Qal, deep (Imperial Valley)",207.469,0,NGA flatfile,PEER (2008),CESMD,0.016137176,0.028637039,0.027658633,0.027647061,0.02452305,0.012049066,0.002907937
514,5,Chino Hills,7,29,2008,Beaumont - 6th & Maple,12919,CE,225,33.93,-116.973,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,73.4,74.649,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.019206809,0.029692423,0.058888709,0.050477718,0.021119659,0.010659503,0.003529986
515,5,Chino Hills,7,29,2008,Hemet - Acacia & Stanford,12923,CE,226,33.745,-116.932,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,80.7,81.838,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.039606928,0.126095202,0.126858189,0.088638592,0.048928519,0.021411212,0.004806184
516,5,Chino Hills,7,29,2008,La Quinta - Bermudas & Durango,12951,CE,227,33.671,-116.301,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,139.3,139.962,,,,,,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.02203962,0.081129896,0.058873424,0.057365146,0.037454906,0.017499429,0.001761533
517,5,Chino Hills,7,29,2008,Anaheim - Brookhurst & Crescent,13066,CE,231,33.84,-117.957,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,21.9,25.779,,,,,,"Qal, deep, LA basin",270.19,0,NGA flatfile,PEER (2008),CESMD,0.09762714,0.124213526,0.182844196,0.162671448,0.209126756,0.125936492,0.024119701
518,5,Chino Hills,7,29,2008,Orange - Chapman & Esplanade,13067,CE,232,33.786,-117.809,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,19.2,23.529,,,,,,"Qal, thin",338.539,0,CGS geologic map,Rogers (1965),CESMD,0.073652321,0.086378817,0.132917268,0.163052139,0.141031911,0.060839132,0.012180517
519,5,Chino Hills,7,29,2008,Anaheim - Hwy 91 & Weir Cyn Rd,13068,CE,233,33.863,-117.742,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,10.4,17.121,,,,,,Tsh,376.073,0,NGA flatfile,PEER (2008),CESMD,0.193869625,0.269096637,0.508861474,0.681715483,0.268031715,0.072524272,0.02047413
520,5,Chino Hills,7,29,2008,Santa Ana - Grand & Santa Clara,13069,CE,234,33.768,-117.85,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,22.3,26.12,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.074141727,0.15685981,0.197580363,0.149097284,0.071575415,0.05344717,0.016649324
521,5,Chino Hills,7,29,2008,San Juan Capistrano - I5 & La Novia,13070,CE,235,33.485,-117.669,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,52.9,54.62,,,,,,"Qal, thin",338.539,0,CGS geologic map,Rogers (1965),CESMD,0.025985416,0.033396257,0.070300071,0.075071965,0.049016732,0.023186203,0.009318798
522,5,Chino Hills,7,29,2008,Riverside - Hwy 91 & Van Buren,13079,CE,236,33.917,-117.443,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,30.1,33.03,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.101795469,0.231261756,0.269768419,0.114932589,0.091651514,0.015737852,0.00348633
523,5,Chino Hills,7,29,2008,Moreno Valley - Sunnymead & Village,13080,CE,237,33.968,-117.252,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,47.4,49.312,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.0410263,0.149345238,0.084175353,0.062842183,0.043556859,0.007102112,0.001660964
524,5,Chino Hills,7,29,2008,Murrieta - Clinton Keith & Bear Creek,13081,CE,238,33.565,-117.264,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,63.3,64.744,,,,,,Kgr,684.935,0,CGS geologic map,Rogers (1965),CESMD,0.016763972,0.048382538,0.046236998,0.028174457,0.009849365,0.003567254,0.002014473
525,5,Chino Hills,7,29,2008,Hemet - Cawston & Devonshire,13093,CE,239,33.751,-117.015,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,73,74.256,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.036069594,0.092628289,0.09568699,0.058276754,0.025045958,0.016680827,0.002210339
526,5,Chino Hills,7,29,2008,Murrieta - Hwy 79 & Airport Rd,13094,CE,240,33.577,-117.131,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,72.2,73.47,,,,,,"Qal, thin",338.539,0,CGS geologic map,Rogers (1965),CESMD,0.028806972,0.05796059,0.084994117,0.056779574,0.01582577,0.003714835,0.001172996
527,5,Chino Hills,7,29,2008,Nuevo - 11th & Lakeview,13095,CE,241,33.818,-117.133,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,44.6,46.627,,,,,,,684.935,0,NGA flatfile,PEER (2008),CESMD,0.034330411,0.064147097,0.078766427,0.056103476,0.036665106,0.007397743,0.001855802
528,5,Chino Hills,7,29,2008,Canyon Lake - Vacation Dr & San Joaquin,13096,CE,242,33.699,-117.266,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,54.1,55.783,,,,,,,424.8,0,NGA flatfile,PEER (2008),CESMD,0.074039814,0.194391358,0.290132728,0.063381385,0.026445415,0.007217119,0.001640975
529,5,Chino Hills,7,29,2008,Wildomar - Palomar & Gruwell,13097,CE,243,33.604,-117.279,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,59.6,61.132,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.030662201,0.065911001,0.08013863,0.093924438,0.07330075,0.026495283,0.006025131
530,5,Chino Hills,7,29,2008,Corona - Hwy 91 & McKinley,13098,CE,244,33.884,-117.514,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,24.5,28.022,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.088234109,0.195345847,0.224641937,0.166664333,0.057982584,0.014424285,0.003897499
531,5,Chino Hills,7,29,2008,Corona - 6th & Smith,13099,CE,245,33.876,-117.593,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,18.2,22.72,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.10322571,0.18622567,0.233666429,0.336041664,0.135815316,0.05039375,0.013360389
532,5,Chino Hills,7,29,2008,Corona - Green River & Canyon Crest,13100,CE,246,33.876,-117.635,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,14.9,20.173,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.082901801,0.153844077,0.164511398,0.121363092,0.152381101,0.067772856,0.01559423
533,5,Chino Hills,7,29,2008,Newport Beach - Irvine Ave Fire Sta,13160,CE,251,33.634,-117.903,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,37.8,40.172,,,,,,Qoa,405.189,0,NGA flatfile,PEER (2008),CESMD,0.06447945,0.134231144,0.134387499,0.17299711,0.117646929,0.052325711,0.010533755
534,5,Chino Hills,7,29,2008,Chino Hills - Hwy 71 & Eucalyptus,13162,CE,252,33.99,-117.718,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,5.8,14.785,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.109960137,0.206724454,0.216078689,0.253950783,0.22425432,0.092645129,0.025220825
535,5,Chino Hills,7,29,2008,Temecula - 6th & Mercedes,13172,CE,253,33.497,-117.151,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,76.5,77.699,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.019775126,0.036439539,0.051975379,0.064446722,0.053577981,0.013792752,0.003425142
536,5,Chino Hills,7,29,2008,Rowland Heights - Colima & Nogales,13174,CE,254,33.989,-117.89,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,12.2,18.27,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.108495924,0.208655218,0.132905982,0.147054412,0.158480283,0.086397975,0.018041619
537,5,Chino Hills,7,29,2008,Corona - I15/Hwy 91 Geotech Array,13186,CE,255,33.882,-117.549,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,21.6,25.525,,,,,,Qoa,370.789,0,CGS geologic map,Rogers (1965),CESMD,0.130013632,0.401372645,0.267731208,0.390897685,0.094454222,0.017248188,0.003899333
538,5,Chino Hills,7,29,2008,Huntington Beach - Lake St Fire Station,13197,CE,256,33.662,-117.997,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,39,41.303,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.049750674,0.104579157,0.119849906,0.162665301,0.07041328,0.047094161,0.014498621
539,5,Chino Hills,7,29,2008,Moreno Valley - 3-story County Hospital,13213,CE,258,33.913,-117.196,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,52.8,54.523,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.018705132,0.060424664,0.035949826,0.051742826,0.02343587,0.007163219,0.001572864
540,5,Chino Hills,7,29,2008,Costa Mesa - City Hall Grounds,13215,CE,259,33.663,-117.902,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,34.8,37.363,,,,,,Qoa,370.789,0,CGS geologic map,Rogers (1965),CESMD,0.048598818,0.101998039,0.120474064,0.115892191,0.050223301,0.033596875,0.009622058
541,5,Chino Hills,7,29,2008,Irvine - I5 & Hwy 133,13220,CE,260,33.678,-117.753,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,30.7,33.578,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.06615361,0.171207476,0.102489024,0.144499135,0.057733179,0.01822992,0.00772439
542,5,Chino Hills,7,29,2008,Corona - 2-story Office Bldg,13698,CE,262,33.856,-117.541,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,23.4,27.065,,,,,,Qoa,370.789,0,CGS geologic map,Rogers (1965),CESMD,0.123542129,0.17969975,0.216289158,0.231777911,0.102209589,0.017924843,0.003629986
543,5,Chino Hills,7,29,2008,Capistrano Beach - I5/Via Calif. Bridge,13795,CE,263,33.466,-117.666,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,55,56.657,,,,,,"Qal, thin",338.539,0,CGS geologic map,Rogers (1965),CESMD,0.023030032,0.055680338,0.063872764,0.037825917,0.025244009,0.013767353,0.00890849
544,5,Chino Hills,7,29,2008,Anaheim - Lakeview & Riverdale,13849,CE,264,33.853,-117.818,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,12.2,18.27,,,,,,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.122286822,0.245666441,0.332430444,0.276743564,0.1550329,0.088634643,0.022865039
545,5,Chino Hills,7,29,2008,Brea - Central Av Caltrans Yard,13873,CE,265,33.933,-117.896,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,12.4,18.404,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.18295218,0.39119816,0.487083155,0.328510274,0.179899972,0.087855393,0.015494838
546,5,Chino Hills,7,29,2008,Orange - Hwy 22/Hwy 55 Grounds,13875,CE,266,33.777,-117.834,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,20.6,24.684,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Rogers (1965),CESMD,0.091863348,0.178092673,0.203344535,0.225153281,0.101702999,0.039086059,0.015491933
547,5,Chino Hills,7,29,2008,Fullerton - CSU Fullerton Grounds,13878,CE,267,33.889,-117.887,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,13.4,19.092,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.156969668,0.301918863,0.435212592,0.378582884,0.310827927,0.140840335,0.025795736
548,5,Chino Hills,7,29,2008,Fullerton - Valencia & Brookhurst,13879,CE,268,33.866,-117.959,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,20.4,24.518,,,,,,"Qal, deep, LA basin",270.19,0,NGA flatfile,PEER (2008),CESMD,0.261225936,0.440517877,0.826193682,0.39364451,0.369247884,0.114401923,0.022679286
549,5,Chino Hills,7,29,2008,Fullerton - Hermosa & Harbor,13880,CE,269,33.909,-117.931,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,16.1,21.075,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.092873121,0.300940193,0.256929952,0.14883548,0.111579568,0.054400735,0.013061776
550,5,Chino Hills,7,29,2008,La Habra - La Habra & Monte Vista,13881,CE,270,33.932,-117.956,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,17.8,22.401,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.267379436,0.555740047,0.823338934,0.315960441,0.11386571,0.036134748,0.012389915
551,5,Chino Hills,7,29,2008,Olinda - Carbon Canyon Rd,13882,CE,271,33.927,-117.803,5.4,43,58,37,Reverse-oblique,33.955,-117.765,13.6,0,SCEC (2008),,,,4.6,14.357,,,,,,Tsh,376.073,0,CGS geologic map,Rogers (1965),CESMD,0.107729562,0.171709056,0.261711673,0.21978626,0.171825493,0.093790724,0.021602083
